No.,Exchange,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Date
4372,OTC,otc/OTCFF,Ocumetics Technology Corp.,108203744.0,0.85564,-6.28,,2025-10-07
4373,OTC,otc/OCGSF,Outcrop Silver & Gold Corporation,108170049.0,0.27116,-6.5,,2025-10-07
4374,OTC,otc/IVCBF,Investcorp Europe Acquisition Corp I,108064110.0,6.0,0.0,,2025-10-07
4375,OTC,otc/HDVTY,Henderson Investment Limited,107705017.0,0.1537,412.333,191466187.0,2025-10-07
4376,OTC,otc/ECXJ,"CXJ Group Co., Limited",107384043.0,1.05,0.0,458632.0,2025-10-07
4377,OTC,otc/KBLB,"Kraig Biocraft Laboratories, Inc.",107184478.0,0.1,3.68,,2025-10-07
4378,OTC,otc/GBCMY,Global Bio-chem Technology Group Company Limited,107056118.0,0.4873,25.141,291535232.0,2025-10-07
4379,OTC,otc/THNCF,Thinkific Labs Inc.,106777617.0,1.48,3.064,70709000.0,2025-10-07
4380,OTC,otc/SYZLF,Sylogist Ltd.,106663877.0,4.62,-0.22,46838385.0,2025-10-07
4381,OTC,otc/ZUUS,"Zeuus, Inc.",106570615.0,1.01,0.0,,2025-10-07
4382,OTC,otc/FREVS,"First Real Estate Investment Trust of New Jersey, Inc.",106466652.0,14.25,1.79,29028000.0,2025-10-07
4383,OTC,otc/ONVVF,Oneview Healthcare PLC,106346299.0,0.16,14.286,13586065.0,2025-10-07
4384,OTC,otc/WHEN,"World Health Energy Holdings, Inc.",106166869.0,0.0001,-33.33,218597.0,2025-10-07
4385,OTC,otc/DEDVF,Decisive Dividend Corporation,105808427.0,5.31,0.0,106497734.0,2025-10-07
4386,OTC,otc/FFDF,FFD Financial Corporation,105799813.0,36.5,0.0,20874000.0,2025-10-07
4387,OTC,otc/CLSZF,China Oil And Gas Group Limited,105753859.0,0.025,2677.778,2070440187.0,2025-10-07
4388,OTC,otc/ICABF,i-CABLE Communications Limited,105433676.0,0.001,42.857,74501111.0,2025-10-07
4389,OTC,otc/ICABY,i-CABLE Communications Limited,105433676.0,0.252,64.384,74501111.0,2025-10-07
4390,OTC,otc/DVTC,Development Technologies Corp.,105004975.0,5.0,0.0,,2025-10-07
4391,OTC,otc/PSBQ,"PSB Holdings, Inc.",104939836.0,25.4325,0.01,48566000.0,2025-10-07
4392,OTC,otc/KRYXF,Koryx Copper Inc.,104530261.0,1.05,-3.67,,2025-10-07
4393,OTC,otc/RECAF,Reconnaissance Energy Africa Ltd.,104490701.0,0.3476,-0.69,,2025-10-07
4394,OTC,otc/ABSSF,AirBoss of America Corp.,104183414.0,3.7945,1.73,391913000.0,2025-10-07
4395,OTC,otc/OROXF,Orosur Mining Inc.,103859783.0,0.38,15.15,,2025-10-07
4396,OTC,otc/GRUSF,Grown Rogue International Inc.,103830993.0,0.4183,-2.72,23780658.0,2025-10-07
4397,OTC,otc/HCIL,"Hongchang International Co., Ltd",103766273.0,0.2,0.0,29453006.0,2025-10-07
4398,OTC,otc/BURCA,"Burnham Holdings, Inc.",103627178.0,26.0,1.76,281147000.0,2025-10-07
4399,OTC,otc/CMSG,Consensus Mining & Seigniorage Corporation,103359788.0,44.2329,0.0,,2025-10-07
4400,OTC,otc/TPRP,Tower Properties Company,103238400.0,22800.0,-0.874,27103864.0,2025-10-07
4401,OTC,otc/AUGG,Augusta Gold Corp.,103115704.0,1.212,1.0,,2025-10-07
4402,OTC,otc/BCTF,"Bancorp 34, Inc.",103102160.0,14.32,6.07,31697000.0,2025-10-07
4403,OTC,otc/NFGRF,BeijingWest Industries International Limited,102956321.0,0.1067,0.0,376376536.0,2025-10-07
4404,OTC,otc/DTTVY,Dish TV India Limited,102537163.0,0.0001,0.0,168095377.0,2025-10-07
4405,OTC,otc/FRHYF,Frontier Energy Limited,102272366.0,0.1767,0.0,-149854.0,2025-10-07
4406,OTC,otc/CYGGF,Cygnus Metals Limited,102125071.0,0.0977,0.0,-489031.0,2025-10-07
4407,OTC,otc/AMBK,American Bank Incorporated,102029429.0,15.6,0.0,25524000.0,2025-10-07
4408,OTC,otc/MCRAA,"McRae Industries, Inc.",101964688.0,45.3,-0.396,121447000.0,2025-10-07
4409,OTC,otc/MCRAB,"McRae Industries, Inc.",101964688.0,45.0,-5.779,121447000.0,2025-10-07
4410,OTC,otc/MEHCQ,Chrome Holding Co.,101903528.0,3.6,-2.7,174901000.0,2025-10-07
4411,OTC,otc/CHBH,"Croghan Bancshares, Inc.",101868930.0,50.0,-0.16,44032000.0,2025-10-07
4412,OTC,otc/PGWFF,PGG Wrightson Limited,101732934.0,1.04,-13.333,592554070.0,2025-10-07
4413,OTC,otc/CPKF,"Chesapeake Financial Shares, Inc.",101514242.0,21.84,-0.727,63060907.0,2025-10-07
4414,OTC,otc/CWBK,CW Bancorp,101424306.0,34.4001,-0.434,47371000.0,2025-10-07
4415,OTC,otc/HAIVF,Haivision Systems Inc.,101125774.0,3.665,0.96,92208043.0,2025-10-07
4416,OTC,otc/IPGGF,Imperium Technology Group Limited,100721375.0,0.2644,-1.82,6457111.0,2025-10-07
4417,OTC,otc/BREUF,Bridgemarq Real Estate Services Inc.,100711165.0,10.5375,-0.152,303765049.0,2025-10-07
4418,OTC,otc/MDPEF,"MedPeer,Inc.",100631072.0,2.82,0.0,87129748.0,2025-10-07
4419,OTC,otc/GDLNF,Energy Transition Minerals Ltd,100513225.0,0.05,0.0,13112.0,2025-10-07
4420,OTC,otc/TPTJF,Topps Tiles Plc,100447198.0,0.4,-14.894,351967067.0,2025-10-07
4421,OTC,otc/CORBF,Global Cord Blood Corporation,100436033.0,0.75,-25.0,196100096.0,2025-10-07
4422,OTC,otc/BSXGF,Belo Sun Mining Corp,100252979.0,0.21675,3.21,,2025-10-07
4423,OTC,otc/GFGY,"Granite Falls Energy, LLC",100234650.0,3275.0,2.312,409953142.0,2025-10-07
4424,OTC,otc/TMRC,Texas Mineral Resources Corp.,100032814.0,1.4,11.11,,2025-10-07
4425,OTC,otc/SNZZF,Senzime AB (publ),99646606.0,0.7,0.0,8479531.0,2025-10-07
4426,OTC,otc/XAUMF,Goldmoney Inc.,99469579.0,7.88,0.25,108571247.0,2025-10-07
4427,OTC,otc/TYBT,"Trinity Bank, N.A.",99460500.0,91.5,0.0,17727000.0,2025-10-07
4428,OTC,otc/BGOPF,Bango PLC,99162766.0,1.5,0.0,54540000.0,2025-10-07
4429,OTC,otc/DIMC,"Dimeco, Inc.",99124740.0,39.0,-0.64,47615000.0,2025-10-07
4430,OTC,otc/PBIGF,Paradigm Biopharmaceuticals Limited,99094165.0,0.2718,0.0,10335.0,2025-10-07
4431,OTC,otc/DSAQ,Direct Selling Acquisition Corp.,99040988.0,11.69,0.086,,2025-10-07
4432,OTC,otc/POROF,Panoro Minerals Ltd.,98991959.0,0.4033,1.48,,2025-10-07
4433,OTC,otc/SLBK,"Skyline Bankshares, Inc.",98791786.0,17.5,0.11,51872000.0,2025-10-07
4434,OTC,otc/TOUBF,Toubani Resources Limited,98706869.0,0.36,0.0,50737.0,2025-10-07
4435,OTC,otc/CMRB,"First Commerce Bancorp, Inc.",98367858.0,4.91,0.2,36772000.0,2025-10-07
4436,OTC,otc/BSEAF,Braemar Plc,98310370.0,3.0,1.695,178630575.0,2025-10-07
4437,OTC,otc/NOBH,"Nobility Homes, Inc.",97956930.0,29.94,-0.37,50854579.0,2025-10-07
4438,OTC,otc/SGQRF,SouthGobi Resources Ltd.,97863352.0,0.4056,22.909,596544000.0,2025-10-07
4439,OTC,otc/USPCY,USPACE Technology Group Limited,97807270.0,0.92,2.165,47497697.0,2025-10-07
4440,OTC,otc/HEGLF,Lion Rock Minerals Ltd,97754078.0,0.0186,264.706,29706.0,2025-10-07
4441,OTC,otc/FMBM,F & M Bank Corp.,97340947.0,27.35,0.0,45588000.0,2025-10-07
4442,OTC,otc/STEAF,"SM ENTERTAINMENT JAPAN Co.,Ltd.",97306307.0,0.7568,0.0,65083592.0,2025-10-07
4443,OTC,otc/ILIKF,Ilika plc,97231608.0,0.5518,-4.71,1403848.0,2025-10-07
4444,OTC,otc/GRSLF,GR Silver Mining Ltd.,97141806.0,0.21,-8.14,,2025-10-07
4445,OTC,otc/EMTRF,Element 29 Resources Inc.,96960990.0,0.7044,9.18,,2025-10-07
4446,OTC,otc/SFDL,Security Federal Corporation,96834421.0,31.0,0.0,53855000.0,2025-10-07
4447,OTC,otc/RROTF,Roots Corporation,96571512.0,2.47,2.49,194547550.0,2025-10-07
4448,OTC,otc/NRYCF,Nations Royalty Corp.,96505141.0,0.6761,2.44,666076.0,2025-10-07
4449,OTC,otc/AWCA,"Awaysis Capital, Inc.",96232849.0,0.25,0.0,284079.0,2025-10-07
4450,OTC,otc/TWMIF,Tidewater Midstream and Infrastructure Ltd.,96155236.0,4.472,1.18,1019312832.0,2025-10-07
4451,OTC,otc/OXBC,Oxford Bank Corporation,96136404.0,37.25,-4.12,45664000.0,2025-10-07
4452,OTC,otc/MPCB,"Mountain Pacific Bancorp, Inc.",96108218.0,14.0,0.57,36611880.0,2025-10-07
4453,OTC,otc/WVMDF,West Vault Mining Inc.,96059787.0,1.58,-1.74,,2025-10-07
4454,OTC,otc/CTUY,Century Next Financial Corporation,95854553.0,52.5,-0.94,38904000.0,2025-10-07
4455,OTC,otc/GGGOF,Golconda Gold Ltd.,95296321.0,1.38376,3.73,22946345.0,2025-10-07
4456,OTC,otc/JFBC,Jeffersonville Bancorp,95276363.0,21.8,-3.11,31266000.0,2025-10-07
4457,OTC,otc/PONGF,Atari SA,95049637.0,0.17,-10.53,36316472.0,2025-10-07
4458,OTC,otc/BNEFF,Bonterra Energy Corp.,94717150.0,2.57,-0.93,172566832.0,2025-10-07
4459,OTC,otc/WLBMF,Wallbridge Mining Company Limited,94631387.0,0.082,-5.75,,2025-10-07
4460,OTC,otc/ENMPF,Ensurge Micropower ASA,94443531.0,0.1654,-2.706,21000.0,2025-10-07
4461,OTC,otc/ENMPY,Ensurge Micropower ASA,94443531.0,0.5043,16.4,21000.0,2025-10-07
4462,OTC,otc/THOXF,BioPorto A/S,94419153.0,0.288,25.217,5642353.0,2025-10-07
4463,OTC,otc/WFSTF,Western Forest Products Inc.,94134256.0,8.75,0.575,781971756.0,2025-10-07
4464,OTC,otc/BIOYF,BioSyent Inc.,94102730.0,8.452,0.62,28969946.0,2025-10-07
4465,OTC,otc/ORVMF,Orvana Minerals Corp.,94044516.0,0.80773,16.14,104275000.0,2025-10-07
4466,OTC,otc/SEAN,Saean Group Inc.,93908182.0,0.25,0.0,1112647.0,2025-10-07
4467,OTC,otc/OJOC,Ojai Oil Company,93766500.0,335.0,0.0,15713140.0,2025-10-07
4468,OTC,otc/CNBW,CNB Corp.,93719859.0,58.6,0.171,26831000.0,2025-10-07
4469,OTC,otc/EXLGF,Exasol AG,93709947.0,3.6,0.0,48923105.0,2025-10-07
4470,OTC,otc/BYNO,byNordic Acquisition Corporation,93528221.0,12.15,0.0,,2025-10-07
4471,OTC,otc/BYNOU,byNordic Acquisition Corporation,93528221.0,15.95,0.0,,2025-10-07
4472,OTC,otc/QUCT,"Queen City Investments, Inc.",93458000.0,2000.0,0.0,,2025-10-07
4473,OTC,otc/PFBX,Peoples Financial Corporation,93411337.0,20.23,-4.12,29152000.0,2025-10-07
4474,OTC,otc/XTGRF,Xtra-Gold Resources Corp.,93337058.0,2.161,5.93,,2025-10-07
4475,OTC,otc/CYVF,Crystal Valley Financial Corporation,93240929.0,73.0,0.0,33777367.0,2025-10-07
4476,OTC,otc/ATVK,"Ameritek Ventures, Inc.",93068428.0,0.0126,48.24,297950.0,2025-10-07
4477,OTC,otc/TETHF,Tethys Petroleum Limited,93062504.0,0.681,1.249,18575000.0,2025-10-07
4478,OTC,otc/JDVB,"JD Bancshares, Inc.",93003031.0,27.09,0.074,55241844.0,2025-10-07
4479,OTC,otc/HOPHF,Hemogenyx Pharmaceuticals Plc,92982447.0,2.33,0.0,,2025-10-07
4480,OTC,otc/LGCFF,Lavras Gold Corp.,92971785.0,1.64,3.93,,2025-10-07
4481,OTC,otc/VCCTF,Victoria PLC,92545262.0,0.8525,0.0,1447434852.0,2025-10-07
4482,OTC,otc/TUERF,True North Commercial Real Estate Investment Trust,92517110.0,6.58,0.0,88954145.0,2025-10-07
4483,OTC,otc/CSSXF,China Shuifa Singyes Energy Holdings Limited,92329874.0,0.027,-10.0,669110528.0,2025-10-07
4484,OTC,otc/SPGX,Sustainable Projects Group Inc.,91866078.0,0.3,-0.332,,2025-10-07
4485,OTC,otc/MDOUF,Maisons du Monde S.A.,91553040.0,3.689,-14.804,1152204345.0,2025-10-07
4486,OTC,otc/ATEK,Athena Technology Acquisition Corp. II,91509307.0,9.02,0.0,,2025-10-07
4487,OTC,otc/ATEKU,Athena Technology Acquisition Corp. II,91509307.0,12.5,0.0,,2025-10-07
4488,OTC,otc/PPLL,Peoples Ltd.,91469414.0,52.25,-1.42,22914000.0,2025-10-07
4489,OTC,otc/FPOCF,FPX Nickel Corp.,91420076.0,0.29962,4.22,,2025-10-07
4490,OTC,otc/VMCAF,Valuence Merger Corp. I,91386661.0,12.4,0.0,,2025-10-07
4491,OTC,otc/VMCUF,Valuence Merger Corp. I,91386661.0,11.0,0.0,,2025-10-07
4492,OTC,otc/PLMJF,Plum Acquisition Corp. III,91215670.0,11.29,0.0,,2025-10-07
4493,OTC,otc/PLMUF,Plum Acquisition Corp. III,91215670.0,11.02,0.0,,2025-10-07
4494,OTC,otc/CBGZF,Cabral Gold Inc.,91094379.0,0.3273,0.12,,2025-10-07
4495,OTC,otc/AILTF,Argent Industrial Limited,91086515.0,1.63,0.0,143445449.0,2025-10-07
4496,OTC,otc/LTHCF,Lithium Ionic Corp.,90964927.0,0.5857,2.47,,2025-10-07
4497,OTC,otc/PPYA,Papaya Growth Opportunity Corp. I,90715838.0,11.01,0.0,,2025-10-07
4498,OTC,otc/ZPHRF,Zephyr Energy plc,90377802.0,0.0439,0.0,15530000.0,2025-10-07
4499,OTC,otc/CSTAF,Constellation Acquisition Corp I,90020759.0,11.52,0.0,,2025-10-07
4500,OTC,otc/CSTUF,Constellation Acquisition Corp I,90020759.0,11.49,-11.547,,2025-10-07
4501,OTC,otc/RRTS,"Roadrunner Transportation Systems, Inc.",89847948.0,2.36,2.68,1847862000.0,2025-10-07
4502,OTC,otc/PWRMF,Power Metals Corp.,89836689.0,0.575,-3.86,,2025-10-07
4503,OTC,otc/PKTEF,Parkit Enterprise Inc.,89805461.0,0.466,0.0,18334726.0,2025-10-07
4504,OTC,otc/IXAQF,IX Acquisition Corp.,89796551.0,12.2,0.0,,2025-10-07
4505,OTC,otc/IXQUF,IX Acquisition Corp.,89796551.0,11.02,0.0,,2025-10-07
4506,OTC,otc/FCOB,"1st Colonial Bancorp, Inc.",89603715.0,18.67,-0.69,30215000.0,2025-10-07
4507,OTC,otc/MLIZY,Méliuz S.A.,89601468.0,1.28,0.0,72159742.0,2025-10-07
4508,OTC,otc/JMDMF,"Japan Medical Dynamic Marketing, INC.",89213775.0,3.34,-35.645,173149082.0,2025-10-07
4509,OTC,otc/CNBB,"CNB Community Bancorp, Inc.",89163944.0,43.75,0.02,51741000.0,2025-10-07
4510,OTC,otc/OFED,Oconee Federal Financial Corp.,89118124.0,15.3,3.03,16068000.0,2025-10-07
4511,OTC,otc/QTRHF,Quarterhill Inc.,88917002.0,0.7525,0.45,153859000.0,2025-10-07
4512,OTC,otc/CRTAF,Cartica Acquisition Corp,88726200.0,12.5,0.0,,2025-10-07
4513,OTC,otc/NWCCF,NorthWest Copper Corp.,88640610.0,0.33,-7.93,,2025-10-07
4514,OTC,otc/SIRZF,SIR Royalty Income Fund,88401556.0,10.8,0.0,7884256.0,2025-10-07
4515,OTC,otc/TBIIF,Tobii AB (publ),88242279.0,0.39,4.0,102740770.0,2025-10-07
4516,OTC,otc/STLE,Steele Bancorp Inc.,88223428.0,25.9095,0.42,19835000.0,2025-10-07
4517,OTC,otc/WBXWF,Wallbox N.V.,88219853.0,0.0078,-25.0,173788608.0,2025-10-07
4518,OTC,otc/NORD,Nordicus Partners Corporation,88176652.0,4.79,0.84,5000.0,2025-10-07
4519,OTC,otc/CNER,China New Energy Group Co.,88110390.0,0.012,0.0,12505422.0,2025-10-07
4520,OTC,otc/LDXHF,Lumos Diagnostics Holdings Limited,88077374.0,0.0768,-23.85,12400000.0,2025-10-07
4521,OTC,otc/BLUAF,BlueRiver Acquisition Corp.,88063967.0,10.9,7.814,,2025-10-07
4522,OTC,otc/BLUVF,BlueRiver Acquisition Corp.,88063967.0,9.92,0.0,,2025-10-07
4523,OTC,otc/COPR,Idaho Copper Corporation,88030907.0,0.33,0.0,,2025-10-07
4524,OTC,otc/FLFG,"Federal Life Group, Inc.",87929109.0,9.0,0.0,19257000.0,2025-10-07
4525,OTC,otc/BLHK,blueharbor bank,87893111.0,29.7,0.0,21239452.0,2025-10-07
4526,OTC,otc/CMHF,"Community Heritage Financial, Inc.",87871590.0,29.5,-1.67,36271461.0,2025-10-07
4527,OTC,otc/ANSNF,Anson Resources Limited,87695098.0,0.07099,0.0,34989.0,2025-10-07
4528,OTC,otc/HARL,Harleysville Financial Corporation,87675494.0,24.44,0.58,28168000.0,2025-10-07
4529,OTC,otc/ADHLF,Novautek Technologies Group Limited,87547058.0,0.0019,600.0,6399404.0,2025-10-07
4530,OTC,otc/HNRDF,Hansard Global plc,87335035.0,0.6,0.0,110426086.0,2025-10-07
4531,OTC,otc/RLAIF,Railtown AI Technologies Inc.,87226285.0,0.6044,6.78,,2025-10-07
4532,OTC,otc/HDRSF,Highland Copper Company Inc.,87194133.0,0.12,-1.25,,2025-10-07
4533,OTC,otc/FTFI,"First Berlin Bancorp, Inc.",87160658.0,31.5,0.0,,2025-10-07
4534,OTC,otc/NATM,Natama Investment Group Inc.,87028384.0,0.698,0.0,,2025-10-07
4535,OTC,otc/PGEZF,Stillwater Critical Minerals Corp.,86649152.0,0.317,-3.85,,2025-10-07
4536,OTC,otc/HZRGF,Hazer Group Limited,86602522.0,0.221,-18.148,5323793.0,2025-10-07
4537,OTC,otc/INNPF,InnoCan Pharma Corporation,86577669.0,13.8,5.505,28827000.0,2025-10-07
4538,OTC,otc/PBCO,PBCO Financial Corporation,86328085.0,16.52,0.0,34388311.0,2025-10-07
4539,OTC,otc/BKSC,Bank of South Carolina Corporation,86233775.0,15.9305,0.13,23698712.0,2025-10-07
4540,OTC,otc/PNPFF,Pinetree Capital Ltd.,86153846.0,9.37,-0.64,24204830.0,2025-10-07
4541,OTC,otc/EMPYF,Empress Royalty Corp.,86099875.0,0.693,3.37,12556386.0,2025-10-07
4542,OTC,otc/BLSTF,Blackstone Minerals Limited,86089174.0,0.0529,0.0,20766.0,2025-10-07
4543,OTC,otc/OPNDF,OpenDoor Inc.,85970651.0,3.01,-0.331,16506648.0,2025-10-07
4544,OTC,otc/SPHRF,Starpharma Holdings Limited,85786860.0,0.2187,0.0,3835311.0,2025-10-07
4545,OTC,otc/SPHRY,Starpharma Holdings Limited,85786860.0,2.1,7.69,3835311.0,2025-10-07
4546,OTC,otc/BCRD,"BlueOne Card, Inc.",85648032.0,6.0,22.449,205701.0,2025-10-07
4547,OTC,otc/CHUC,"Charlie's Holdings, Inc.",85630124.0,0.321,0.0,8250000.0,2025-10-07
4548,OTC,otc/PCRBF,Pricer AB (publ),85593466.0,0.4942,15.306,233538078.0,2025-10-07
4549,OTC,otc/PUCK,Goal Acquisitions Corp.,85574325.0,12.825,-1.003,,2025-10-07
4550,OTC,otc/HPURF,Hexagon Purus ASA,85558480.0,0.1959,0.0,134817839.0,2025-10-07
4551,OTC,otc/GULDF,Defence Holdings PLC,85529736.0,0.0425,4.294,3733039.0,2025-10-07
4552,OTC,otc/NCFFF,Northcliff Resources Ltd.,85470572.0,0.127,0.0,,2025-10-07
4553,OTC,otc/CBRF,Cyberfuels Holding Company Inc.,85401209.0,0.84,40.0,557557.0,2025-10-07
4554,OTC,otc/ALFMF,Apollo Future Mobility Group Limited,85400581.0,0.0538,-40.222,38071707.0,2025-10-07
4555,OTC,otc/TSORF,Tesoro Gold Ltd,85317137.0,0.06185,54.625,98499.0,2025-10-07
4556,OTC,otc/ARRRF,Ardea Resources Limited,85313781.0,0.41,3.31,2411191.0,2025-10-07
4557,OTC,otc/ALTHF,Altech Batteries Limited,85238488.0,0.0428,0.0,53903.0,2025-10-07
4558,OTC,otc/MOGMF,Mogotes Metals Inc.,84873346.0,0.232,-0.43,,2025-10-07
4559,OTC,otc/ALGEF,Alligator Energy Limited,84832536.0,0.01733,-1.56,728074.0,2025-10-07
4560,OTC,otc/LUCN,"Lucent, Inc.",84708000.0,5.43,-1.27,,2025-10-07
4561,OTC,otc/PMTYF,Playmates Toys Limited,84698348.0,0.072,14.286,85568315.0,2025-10-07
4562,OTC,otc/ALLIF,Atlantic Lithium Limited,84691949.0,0.2,66.67,454903.0,2025-10-07
4563,OTC,otc/FSRL,"First Reliance Bancshares, Inc.",84649182.0,10.48,2.85,43888660.0,2025-10-07
4564,OTC,otc/IBTN,"InsCorp, Inc.",84624110.0,28.64,0.14,26899000.0,2025-10-07
4565,OTC,otc/BSND,Boston Sand & Gravel Co.,84577455.0,855.0,0.0,,2025-10-07
4566,OTC,otc/DMGGF,DMG Blockchain Solutions Inc.,84523870.0,0.40796,-2.49,30641637.0,2025-10-07
4567,OTC,otc/MTMV,Motomova Inc.,84453971.0,0.3,-72.727,989879.0,2025-10-07
4568,OTC,otc/ATMTF,Andrada Mining Limited,84419241.0,0.0497,10.2,29957544.0,2025-10-07
4569,OTC,otc/CTHCF,CoTec Holdings Corp.,84385829.0,0.9,5.13,401068.0,2025-10-07
4570,OTC,otc/PPBN,Pinnacle Bankshares Corporation,84332796.0,37.89,-0.03,45438000.0,2025-10-07
4571,OTC,otc/TANAF,Tian'an Technology Group Ltd.,84208300.0,1.85,34.058,2121576.0,2025-10-07
4572,OTC,otc/KTHN,Katahdin Bankshares Corp.,84037834.0,26.5,0.0,40953000.0,2025-10-07
4573,OTC,otc/CNPRF,Condor Energies Inc.,84021530.0,1.24,3.16,49381168.0,2025-10-07
4574,OTC,otc/JUKIY,Juki Corporation,83692329.0,2.3,10.312,649276413.0,2025-10-07
4575,OTC,otc/BYLB,"Boyle Bancorp, Inc.",83633344.0,97.45,0.0,,2025-10-07
4576,OTC,otc/CANSF,Atlas Energy Corp.,83495583.0,0.116,-3.33,3418239.0,2025-10-07
4577,OTC,otc/QKIE,"QKI Emulsion, inc.",83450398.0,2.2,78.86,3342417.0,2025-10-07
4578,OTC,otc/LPMDF,Lippo Malls Indonesia Retail Trust,83395511.0,0.0095,0.0,155027290.0,2025-10-07
4579,OTC,otc/CAUUF,Centaur Media Plc,83392210.0,0.4316,-2.264,47016030.0,2025-10-07
4580,OTC,otc/UNIB,"University Bancorp, Inc.",83293859.0,16.11,0.0,103400985.0,2025-10-07
4581,OTC,otc/TLGUF,TLGY Acquisition Corporation,83154218.0,16.5,0.0,,2025-10-07
4582,OTC,otc/TLGYF,TLGY Acquisition Corporation,83154218.0,13.91,-0.64,,2025-10-07
4583,OTC,otc/FDVA,"Freedom Financial Holdings, Inc.",83044951.0,11.64,0.0,30271913.0,2025-10-07
4584,OTC,otc/BBIXF,Bonus BioGroup Ltd.,82969301.0,0.02,0.0,,2025-10-07
4585,OTC,otc/CRECF,Critical Elements Lithium Corporation,82816810.0,0.3635,-5.99,,2025-10-07
4586,OTC,otc/TSMCF,Tesmec S.p.A.,82743028.0,0.15145,0.265,294099824.0,2025-10-07
4587,OTC,otc/SIMTF,SIM Technology Group Limited,82627585.0,0.0424,281.982,57822024.0,2025-10-07
4588,OTC,otc/IXRRF,Ionic Rare Earths Limited,82593613.0,0.014,2.19,1017008.0,2025-10-07
4589,OTC,otc/TETOF,Tectonic Metals Inc.,82447589.0,0.90605,-1.79,,2025-10-07
4590,OTC,otc/GURNF,"Gurunavi, Inc.",82316007.0,1.55,0.0,94677123.0,2025-10-07
4591,OTC,otc/OBIMF,Ondine Biomedical Inc.,82298739.0,0.14,0.0,1615268.0,2025-10-07
4592,OTC,otc/HMFAF,Hammond Manufacturing Company Limited,82245681.0,7.14,0.0,192110832.0,2025-10-07
4593,OTC,otc/GPACF,Geopacific Resources Limited,82125421.0,0.0192,-4.95,,2025-10-07
4594,OTC,otc/RGPMF,Enwell Energy plc,82081904.0,0.245,16.667,19773000.0,2025-10-07
4595,OTC,otc/BBTT,"Btab Ecommerce Group, Inc.",82036405.0,0.12,0.0,4738363.0,2025-10-07
4596,OTC,otc/CNGL,Canna-Global Acquisition Corp,82006086.0,10.74,0.0,,2025-10-07
4597,OTC,otc/VXRT,"Vaxart, Inc.",82004201.0,0.3553,-1.31,80724000.0,2025-10-07
4598,OTC,otc/ASFH,AsiaFIN Holdings Corp.,81915838.0,1.0,0.0,3948679.0,2025-10-07
4599,OTC,otc/LHTV,"Lightstone Value Plus REIT I, Inc.",81900000.0,3.9,5.405,61438000.0,2025-10-07
4600,OTC,otc/AGNMF,Agronomics Limited,81874051.0,0.0852,-0.35,-18378079.0,2025-10-07
4601,OTC,otc/RITE,MineralRite Corporation,81717461.0,0.019,6.74,5000.0,2025-10-07
4602,OTC,otc/GSBX,Golden State Bancorp,81696028.0,29.55,2.426,29427544.0,2025-10-07
4603,OTC,otc/TFRFF,Tefron Ltd.,81675693.0,6.43,0.0,267697000.0,2025-10-07
4604,OTC,otc/RSKIA,"George Risk Industries, Inc.",81585716.0,16.96,1.68,22656000.0,2025-10-07
4605,OTC,otc/CNNRF,Canadian Net Real Estate Investment Trust,81525667.0,4.05,1.25,21418218.0,2025-10-07
4606,OTC,otc/EFIN,Eastern Michigan Financial Corporation,81515890.0,62.75,0.88,22806000.0,2025-10-07
4607,OTC,otc/MTWO,"M2i Global, Inc.",81507806.0,0.1189,6.18,,2025-10-07
4608,OTC,otc/PYYX,"Pyxus International, Inc.",81205710.0,3.3,-3.33,2355220000.0,2025-10-07
4609,OTC,otc/CNRSF,Canadian North Resources Inc.,81151490.0,0.45192,0.0,4399.0,2025-10-07
4610,OTC,otc/AABB,"Asia Broadband, Inc.",81092241.0,0.0194,-4.15,50503.0,2025-10-07
4611,OTC,otc/SCTSF,Scottie Resources Corp.,80998939.0,1.238,-2.52,,2025-10-07
4612,OTC,otc/CZBS,Citizens Bancshares Corporation,80945769.0,46.07,0.04,36094620.0,2025-10-07
4613,OTC,otc/DGTLF,OCI International Holdings Limited,80942867.0,0.0401,-26.015,10753572.0,2025-10-07
4614,OTC,otc/NWPP,"New Peoples Bankshares, Inc.",80870585.0,3.22,-6.12,41086000.0,2025-10-07
4615,OTC,otc/LHUAF,"Lianhua Supermarket Holdings Co., Ltd.",80806017.0,0.0198,0.0,2569130768.0,2025-10-07
4616,OTC,otc/PLNH,Planet 13 Holdings Inc.,80487087.0,0.249,-0.4,117329409.0,2025-10-07
4617,OTC,otc/WOSSF,Water Oasis Group Limited,80469954.0,0.148,0.0,124935509.0,2025-10-07
4618,OTC,otc/CITZ,Citizens Bancshares Corporation,80371906.0,33.6,0.0,,2025-10-07
4619,OTC,otc/BSEM,"BioStem Technologies, Inc.",80149974.0,4.83,1.05,307255700.0,2025-10-07
4620,OTC,otc/RECEF,Recce Pharmaceuticals Ltd,80074523.0,0.22,-56.0,4922906.0,2025-10-07
4621,OTC,otc/CNDA,Concord Acquisition Corp II,80065483.0,11.42,0.0,,2025-10-07
4622,OTC,otc/CNDAU,Concord Acquisition Corp II,80065483.0,12.99,18.091,,2025-10-07
4623,OTC,otc/LKYRF,Locksley Resources Limited,80029328.0,0.316,-13.5,15894.0,2025-10-07
4624,OTC,otc/ADYRF,Adyton Resources Corporation,80005649.0,0.17,1.371,79645.0,2025-10-07
